language,surface_pattern,surface_patterns,variants,canonical_reference,reference_type,source_work,source_author,source_location,short_explanation,explanation_key,source_work_key,source_author_key,learner_level,register,confidence,source_url,source_license,source_dataset,notes
en,Houyhnhnm,,,Houyhnhnm,literary_reference,Gulliver’s Travels and satire,Jonathan Swift,,A rational horse-like being from Swift.,mnemosyne.en.explanation.swift_phrases.houyhnhnm,mnemosyne.en.work.gulliver_s_travels_and_satire,mnemosyne.en.author.jonathan_swift,C1,literary,0.74,https://www.gutenberg.org/ebooks/829,public_domain,en_swift_phrases,Expanded Mnemosyne candidate; source attribution and wording should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.
en,Laputa,,,Laputa,literary_reference,Gulliver’s Travels and satire,Jonathan Swift,,A floating island associated with impractical theorists.,mnemosyne.en.explanation.swift_phrases.laputa,mnemosyne.en.work.gulliver_s_travels_and_satire,mnemosyne.en.author.jonathan_swift,C1,literary,0.74,https://www.gutenberg.org/ebooks/829,public_domain,en_swift_phrases,Expanded Mnemosyne candidate; source attribution and wording should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.
en,Laputan,,,Laputan,cultural_reference,Gulliver’s Travels,Jonathan Swift,Part III,Absurdly impractical or detached from reality.,mnemosyne.en.explanation.swift_phrases.laputan,mnemosyne.en.work.gulliver_s_travels,mnemosyne.en.author.jonathan_swift,C1,literary,0.78,https://www.gutenberg.org/ebooks/829,public_domain,en_swift_phrases,Swiftian term; include for cultural-literary recognition.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.88.
en,Laputian,,,Laputian,literary_reference,Gulliver’s Travels and satire,Jonathan Swift,,"Abstract, impractical, or detached from reality.",mnemosyne.en.explanation.swift_phrases.laputian,mnemosyne.en.work.gulliver_s_travels_and_satire,mnemosyne.en.author.jonathan_swift,C1,literary,0.74,https://www.gutenberg.org/ebooks/829,public_domain,en_swift_phrases,Expanded Mnemosyne candidate; source attribution and wording should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.
en,Lilliputian,,,Lilliputian,cultural_reference,Gulliver’s Travels,Jonathan Swift,Part I,"Very small, petty, or trivial.",mnemosyne.en.explanation.swift_phrases.lilliputian,mnemosyne.en.work.gulliver_s_travels,mnemosyne.en.author.jonathan_swift,B2,literary,0.78,https://www.gutenberg.org/ebooks/829,public_domain,en_swift_phrases,Swiftian term; include for cultural-literary recognition.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,Little-endian,,,Little-endian,cultural_reference,Gulliver’s Travels,Jonathan Swift,Part I,A side in a petty technical or doctrinal dispute.,mnemosyne.en.explanation.swift_phrases.little_endian,mnemosyne.en.work.gulliver_s_travels,mnemosyne.en.author.jonathan_swift,C1,literary,0.78,https://www.gutenberg.org/ebooks/829,public_domain,en_swift_phrases,Swiftian term; include for cultural-literary recognition.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.88.
en,Modest Proposal,,,Modest Proposal,literary_reference,Gulliver’s Travels and satire,Jonathan Swift,,A brutally ironic policy proposal.,mnemosyne.en.explanation.swift_phrases.modest_proposal,mnemosyne.en.work.gulliver_s_travels_and_satire,mnemosyne.en.author.jonathan_swift,C1,literary,0.74,https://www.gutenberg.org/ebooks/829,public_domain,en_swift_phrases,Expanded Mnemosyne candidate; source attribution and wording should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.
en,projector,,,projector,cultural_reference,A Modest Proposal; Gulliver’s Travels,Jonathan Swift,,A schemer proposing impractical social projects.,mnemosyne.en.explanation.swift_phrases.projector,mnemosyne.en.work.a_modest_proposal_gulliver_s_travels,mnemosyne.en.author.jonathan_swift,C2,literary,0.78,https://www.gutenberg.org/ebooks/829,public_domain,en_swift_phrases,Swiftian term; include for cultural-literary recognition.; Source URL added by v3 normalisation as a stable public-domain reference for review.
en,struldbrug,,,struldbrug,cultural_reference,Gulliver’s Travels,Jonathan Swift,Part III,An immortal person cursed with endless ageing.,mnemosyne.en.explanation.swift_phrases.struldbrug,mnemosyne.en.work.gulliver_s_travels,mnemosyne.en.author.jonathan_swift,C2,literary,0.78,https://www.gutenberg.org/ebooks/829,public_domain,en_swift_phrases,Swiftian term; include for cultural-literary recognition.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.86.
en,Struldbrugg,,,Struldbrugg,literary_reference,Gulliver’s Travels and satire,Jonathan Swift,,An immortal but miserable person.,mnemosyne.en.explanation.swift_phrases.struldbrugg,mnemosyne.en.work.gulliver_s_travels_and_satire,mnemosyne.en.author.jonathan_swift,C1,literary,0.74,https://www.gutenberg.org/ebooks/829,public_domain,en_swift_phrases,Expanded Mnemosyne candidate; source attribution and wording should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.
en,Swiftian satire,,,Swiftian satire,literary_reference,Gulliver’s Travels and satire,Jonathan Swift,,"Savage, ironic political or social satire.",mnemosyne.en.explanation.swift_phrases.swiftian_satire,mnemosyne.en.work.gulliver_s_travels_and_satire,mnemosyne.en.author.jonathan_swift,C1,literary,0.74,https://www.gutenberg.org/ebooks/829,public_domain,en_swift_phrases,Expanded Mnemosyne candidate; source attribution and wording should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.
en,the Academy of Lagado,,Academy of Lagado,the Academy of Lagado,literary_reference,Gulliver’s Travels and satire,Jonathan Swift,,A satire on useless speculative projects.,mnemosyne.en.explanation.swift_phrases.the_academy_of_lagado,mnemosyne.en.work.gulliver_s_travels_and_satire,mnemosyne.en.author.jonathan_swift,C1,literary,0.74,https://www.gutenberg.org/ebooks/829,public_domain,en_swift_phrases,Expanded Mnemosyne candidate; source attribution and wording should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.
en,Yahoo,,Yahoos,Yahoo,cultural_reference,Gulliver’s Travels,Jonathan Swift,Part IV,A brutish or uncultured person; also a coined creature name.,mnemosyne.en.explanation.swift_phrases.yahoo,mnemosyne.en.work.gulliver_s_travels,mnemosyne.en.author.jonathan_swift,C1,literary,0.78,https://www.gutenberg.org/ebooks/829,public_domain,en_swift_phrases,Swiftian term; include for cultural-literary recognition.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,Yahoos,,,Yahoos,literary_reference,Gulliver’s Travels and satire,Jonathan Swift,,Brutish or degraded human beings.,mnemosyne.en.explanation.swift_phrases.yahoos,mnemosyne.en.work.gulliver_s_travels_and_satire,mnemosyne.en.author.jonathan_swift,C1,literary,0.74,https://www.gutenberg.org/ebooks/829,public_domain,en_swift_phrases,Expanded Mnemosyne candidate; source attribution and wording should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.
en,A Tale of Two Cities,,,A Tale of Two Cities,cultural_reference,A Tale of Two Cities,Charles Dickens,Title,A contrast between two societies or conditions.,mnemosyne.en.explanation.dickens_phrases.a_tale_of_two_cities,mnemosyne.en.work.a_tale_of_two_cities,mnemosyne.en.author.charles_dickens,B2,literary,0.76,https://www.gutenberg.org/ebooks/98,public_domain,en_dickens_phrases,Dickens reference; character-name use depends on context and should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.
en,Artful Dodger,,,Artful Dodger,literary_reference,Novels and Christmas books,Charles Dickens,,A clever young trickster.,mnemosyne.en.explanation.dickens_phrases.artful_dodger,mnemosyne.en.work.novels_and_christmas_books,mnemosyne.en.author.charles_dickens,C1,literary,0.74,,public_domain,en_dickens_phrases,Expanded Mnemosyne candidate; source attribution and wording should be reviewed.
en,Bah! Humbug!,,humbug,Bah! Humbug!,cultural_reference,A Christmas Carol,Charles Dickens,Stave 1,A dismissive rejection of sentiment or celebration.,mnemosyne.en.explanation.dickens_phrases.bah_humbug,mnemosyne.en.work.a_christmas_carol,mnemosyne.en.author.charles_dickens,B2,literary,0.78,https://www.gutenberg.org/ebooks/46,public_domain,en_dickens_phrases,Dickens reference; character-name use depends on context and should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,Barkis is willing,,,Barkis is willing,literary_reference,Novels and Christmas books,Charles Dickens,,A shy or comic declaration of willingness.,mnemosyne.en.explanation.dickens_phrases.barkis_is_willing,mnemosyne.en.work.novels_and_christmas_books,mnemosyne.en.author.charles_dickens,C1,literary,0.74,,public_domain,en_dickens_phrases,Expanded Mnemosyne candidate; source attribution and wording should be reviewed.
en,Betsey Trotwood,,,Betsey Trotwood,literary_reference,Novels and Christmas books,Charles Dickens,,A formidable eccentric benefactor.,mnemosyne.en.explanation.dickens_phrases.betsey_trotwood,mnemosyne.en.work.novels_and_christmas_books,mnemosyne.en.author.charles_dickens,C1,literary,0.74,,public_domain,en_dickens_phrases,Expanded Mnemosyne candidate; source attribution and wording should be reviewed.
en,Bleak House,,,Bleak House,cultural_reference,Bleak House,Charles Dickens,Title,A phrase for institutional gloom or legal frustration.,mnemosyne.en.explanation.dickens_phrases.bleak_house,mnemosyne.en.work.bleak_house,mnemosyne.en.author.charles_dickens,C1,literary,0.78,https://www.gutenberg.org/ebooks/1023,public_domain,en_dickens_phrases,Dickens reference; character-name use depends on context and should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.84.
en,Bumbledom,,,Bumbledom,cultural_reference,Oliver Twist,Charles Dickens,Mr Bumble,"Petty, pompous bureaucracy.",mnemosyne.en.explanation.dickens_phrases.bumbledom,mnemosyne.en.work.oliver_twist,mnemosyne.en.author.charles_dickens,C1,literary,0.78,https://www.gutenberg.org/ebooks/730,public_domain,en_dickens_phrases,Dickens reference; character-name use depends on context and should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.88.
en,Carker’s teeth,,,Carker’s teeth,literary_reference,Novels and Christmas books,Charles Dickens,,A sinister smile or predatory politeness.,mnemosyne.en.explanation.dickens_phrases.carker_s_teeth,mnemosyne.en.work.novels_and_christmas_books,mnemosyne.en.author.charles_dickens,C1,literary,0.74,,public_domain,en_dickens_phrases,Expanded Mnemosyne candidate; source attribution and wording should be reviewed.
en,Chancery,,,Chancery,cultural_reference,Bleak House,Charles Dickens,,"A symbol of slow, costly legal bureaucracy.",mnemosyne.en.explanation.dickens_phrases.chancery,mnemosyne.en.work.bleak_house,mnemosyne.en.author.charles_dickens,C1,literary,0.78,https://www.gutenberg.org/ebooks/1023,public_domain,en_dickens_phrases,Dickens reference; character-name use depends on context and should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.82.
en,Chancery fog,,,Chancery fog,literary_reference,Novels and Christmas books,Charles Dickens,,Obscuring bureaucracy or legal confusion.,mnemosyne.en.explanation.dickens_phrases.chancery_fog,mnemosyne.en.work.novels_and_christmas_books,mnemosyne.en.author.charles_dickens,C1,literary,0.74,,public_domain,en_dickens_phrases,Expanded Mnemosyne candidate; source attribution and wording should be reviewed.
en,Dickensian,,,Dickensian,cultural_reference,Dickens’s novels,Charles Dickens,,"Suggesting poverty, social injustice, or vivid Victorian detail.",mnemosyne.en.explanation.dickens_phrases.dickensian,mnemosyne.en.work.dickens_s_novels,mnemosyne.en.author.charles_dickens,B2,literary,0.78,,public_domain,en_dickens_phrases,Dickens reference; character-name use depends on context and should be reviewed.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,Dombey and Son,,,Dombey and Son,cultural_reference,Dombey and Son,Charles Dickens,Title,A shorthand for patriarchal business family pride.,mnemosyne.en.explanation.dickens_phrases.dombey_and_son,mnemosyne.en.work.dombey_and_son,mnemosyne.en.author.charles_dickens,C2,literary,0.72,https://www.gutenberg.org/ebooks/821,public_domain,en_dickens_phrases,Dickens reference; character-name use depends on context and should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.
en,Estella,,,Estella,cultural_reference,Great Expectations,Charles Dickens,Estella,A beautiful but emotionally cold figure shaped by revenge.,mnemosyne.en.explanation.dickens_phrases.estella,mnemosyne.en.work.great_expectations,mnemosyne.en.author.charles_dickens,C1,literary,0.78,https://www.gutenberg.org/ebooks/1400,public_domain,en_dickens_phrases,Dickens reference; character-name use depends on context and should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.82.
